,Material,Durchmesser,u_Durchmesser,[Durchmesser],Material_Boden,Bodendicke,u_Bodendicke,[Bodendicke],Abstand,u_Abstand,[Abstand],Frequenz,u_Frequenz,[Frequenz],Bemerkungen,signal,peak_pos,peak_height,peak_fwfm_height,peak_fwfm_left_pos,peak_fwfm_right_pos,peak_fwfm_width
444,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2000.0946936899813,1.1953832764532861,0.9983750058100453,1996.5192400498418,2003.2448475097767,6.725607459934963
445,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2030.27304464973,2.3155128415679522,1.5042368772767412,2021.7056196500546,2043.2198213264921,21.51420167643755
446,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2077.1956019494173,1.9921309354636567,1.7952295073107347,2074.743291807565,2080.7874260599597,6.044134252394542
447,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2093.339324530876,3.034520176447866,2.0094349992504235,2087.7165715606125,2097.37868067034,9.66210910972768
448,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2135.407924054669,1.7177768026238305,1.4631744367219621,2122.4812697122907,2138.474950279861,15.993680567570209
449,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2156.7457570219,3.169574846882957,2.292438689125641,2151.441062270684,2163.5448663369716,12.103804066287466
450,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2186.046888107855,2.9009882609493136,2.233471851575462,2175.959560797681,2189.885917984703,13.92635718702195
451,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2201.790836087737,2.130223684258797,1.7731564856047426,2197.880192991077,2212.449062207579,14.568869216502208
452,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2231.128671194191,5.946027235622887,3.596027621995318,2226.8831364616995,2243.767124946711,16.88398848501174
453,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2238.834114031707,5.742474512896309,5.581228952749966,2237.2581865778384,2239.962918667623,2.7047320897845566
454,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2251.732812869739,4.519953336177507,3.8043893123168013,2248.7715746304802,2254.906176934358,6.1346023038777275
455,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2276.229082793591,2.6009611837791495,2.2857149536041748,2273.078188609698,2283.3082158398033,10.230027230105406
456,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2298.3902897387325,10.442735389351164,6.485266682214507,2293.840232251027,2303.7027117130297,9.862479462002739
457,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2325.8807977204174,4.668760524154884,4.395896429837244,2324.1005092538726,2327.97594691756,3.875437663687535
458,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2337.4994516181923,5.500859773581132,5.217015799379142,2334.991386915437,2340.7216317535626,5.7302448381256
459,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2351.1384782949135,13.960859195769059,7.7427714876110585,2347.70321168094,2354.587831589138,6.884619908198147
460,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2374.0655376097297,5.590478495600618,4.801544132147711,2369.4294873074386,2381.833839193151,12.404351885712458
461,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2403.1083653684423,3.3034380285934226,3.171083100344652,2400.5206675097706,2405.3286121808633,4.807944671092628
462,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2424.0505282033437,4.7658107238917164,4.2996559473790095,2420.8719912201645,2426.607566912752,5.735575692587645
463,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2435.5409759937384,5.340640717956123,3.998881472096155,2430.6165243930263,2442.015939089695,11.399414696668828
464,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2466.4365003145745,2.913289002206088,2.510547352254661,2462.7001025049535,2469.8079063213936,7.107803816440082
465,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2493.949744288272,4.533695911744493,4.126238149855125,2491.8202753679216,2496.446030728023,4.625755360101266
466,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2508.163831995673,4.602527973112019,3.1695871662206505,2489.4914545284532,2514.0481786863415,24.55672415788831
467,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2551.991116420344,3.4261455284518263,3.152333225698429,2548.1545266026797,2555.243485764715,7.08895916203528
468,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2575.7169450287965,10.54996851423431,6.939107002176429,2570.340930250403,2581.382305385984,11.041375135581347
469,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2600.5938041608297,4.788654070806835,4.0789904840193785,2597.2137555082486,2604.2087142862415,6.994958777992906
470,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2622.076261520312,5.509158908247296,4.639630618278596,2619.081448268032,2625.3775420870115,6.296093818979443
471,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2652.427705584172,16.99100893600564,9.288667640385484,2647.777806187911,2656.6052854231802,8.827479235269038
472,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2672.4455775345946,3.988741203998571,3.5397258350101146,2669.269981120332,2675.4293473104017,6.159366190069704
473,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2688.22515701278,4.165452302102558,3.56057696041432,2683.667392123449,2691.5890075776547,7.921615454205494
474,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2713.6038594496226,6.110845886652395,4.294238941055679,2706.8045392541335,2719.436471316412,12.631932062278338
475,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2758.2707414512925,5.863853878668132,4.334566182891359,2750.332777023904,2766.742575232285,16.40979820838129
476,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2805.5937890379287,16.084578396740824,10.125078848055493,2798.3055452286676,2810.9318149459064,12.626269717238756
477,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2821.71435641651,9.576149637489912,8.590005214056447,2818.8928224445835,2823.9518845973057,5.059062152722163
478,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2832.5491581285337,10.890138050221147,9.117751897800577,2829.7930089994147,2835.286172185276,5.493163185861249
479,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2863.4852413534163,9.621336291156682,9.312879536583957,2861.2934567381863,2865.3920263298132,4.098569591626983
480,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2879.2957888694314,15.092829278414165,11.377741019659343,2873.982754433091,2882.95419649065,8.971442057558761
481,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2900.278032407576,27.3945769665089,13.83336916415389,2894.5141596842213,2907.093495380821,12.579335696599628
482,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2927.365781507046,5.640009379992625,5.494485164115751,2925.012549360819,2929.68708784932,4.6745384885011845
483,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2954.5700948406156,17.20860660418986,11.130273640095972,2947.2577225164514,2965.3672933318117,18.109570815360257
484,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2987.344575254701,5.555653577837669,5.33685624761015,2983.5651786965464,2990.3807443872906,6.815565690744279
485,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,2998.123106514107,5.38151854577752,5.279444404979132,2995.9896552086934,3000.5697944583007,4.580139249607328
486,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3016.765766288843,9.674037594180366,7.964607171969492,3013.1114588141813,3026.9748328379264,13.86337402374511
487,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3038.5393329772655,9.410764785978227,8.55789648534888,3033.8778883492005,3050.7114170533982,16.83352870419776
488,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3046.7228940470463,9.186825090765543,9.077950288278673,3044.2385725065433,3048.751696346327,4.51312383978393
489,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3074.3265539068466,7.556769968039869,7.066235140234205,3071.110615196754,3077.3327137603055,6.222098563551299
490,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3096.384505902531,18.21949149789235,11.725158205921671,3087.259657560748,3104.389376018576,17.12971845782795
491,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3154.2869178630317,21.391857832967613,13.16446262502801,3146.383403623723,3165.947962259484,19.564558635760932
492,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3180.4288740329926,7.564837399105378,7.178561400116443,3178.0067210927687,3182.681418494253,4.674697401484536
493,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3215.634522457199,5.266958739908082,4.997129413668951,3210.886713795222,3218.4692389514867,7.582525156264637
494,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3234.9201108913508,5.17519288768209,4.66995875309453,3230.1562565870954,3238.270202884843,8.113946297747589
495,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3304.491963175523,2.8640329139117013,2.4016045725631727,3297.3030306128258,3309.683810613032,12.380780000206414
496,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3351.513327078438,1.2289082080019176,1.0195313829688577,3347.878610364441,3355.061620709531,7.1830103450897695
497,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3369.655426058679,1.2484493902308487,1.0099951418190378,3363.9941027250684,3375.1184803069796,11.124377581911176
498,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3414.988114071426,0.8372711706957754,0.5614861408001649,3404.2693452973326,3422.1570923201675,17.8877470228349
499,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3438.855073743893,0.6172519487562452,0.4739101766251541,3434.0815884400095,3443.701447635179,9.619859195169738
500,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3468.729938897466,0.7440251501436611,0.6046840989686817,3462.9154861881702,3485.856355661059,22.940869472888608
501,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3522.9650334335315,1.2192789856119752,0.8627876631195988,3514.0430923608164,3531.6514225005176,17.60833013970114
502,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3571.143388298908,1.3096693052005357,0.9224660562732336,3564.855479208056,3578.832963737777,13.977484529721096
503,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3684.0577085801415,4.524117566995833,4.071222706946977,3670.3470940569237,3688.0999807231447,17.752886666221002
504,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3713.004077584201,6.861172081668846,5.096501686214383,3703.3871045546393,3721.6005103319235,18.21340577728415
505,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3773.9326579579943,11.28669097141549,6.011576236642725,3759.9743697027106,3787.30150217615,27.32713247343918
506,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3838.902760217926,6.539531599661472,4.991470553848166,3831.789518112385,3852.2497596325657,20.460241520180716
507,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3915.192114100548,5.152228945892753,4.278837190025536,3903.9547154627776,3929.9685650765496,26.01384961377198
508,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,3978.4892573774187,4.335439553786836,3.690913437032017,3965.4524632678595,3985.997527063349,20.54506379548957
509,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4014.0405459042972,3.528057700362422,3.2858378865187667,4008.268138007009,4020.1615683345326,11.893430327523674
510,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4044.10108792449,3.591056958650029,3.3858014631501105,4038.65839602229,4048.538411784293,9.88001576200304
511,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4066.5085645068975,3.641187958996488,3.2960512763328476,4057.5525715148797,4084.1970129320284,26.644441417148755
512,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4124.563508800683,3.1282051181272754,2.8986140484532203,4108.185881741782,4129.041454887787,20.855573146004645
513,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4185.6370589086655,2.1734587713173097,1.9774469929454677,4178.074254134303,4195.360028402163,17.28577426785978
514,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4261.858143880263,2.2294867526396818,1.9948966182649757,4251.981061475404,4279.342355495649,27.361294020244713
515,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4322.818402078593,2.2000127279520107,2.0517456829493006,4316.170127939985,4341.8890453817685,25.71891744178356
516,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4363.712747244536,2.165046976994806,2.044761056209212,4357.940521433599,4370.165193259132,12.224671825532823
517,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4401.961009896402,2.2683049003115188,1.9672041781907483,4383.284245944214,4418.64259908643,35.3583531422164
518,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4484.415751737243,2.1457591063499364,1.8383853871944795,4475.675853268707,4493.259162788656,17.58330951994867
519,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4684.728901711951,2.8654716504339333,2.747703883703813,4678.856093528328,4690.446646056444,11.59055252811595
520,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4755.359357667437,3.994880186915711,3.426064307525248,4746.127928342401,4763.142295097585,17.0143667551838
521,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4840.800185899385,4.3569689139115235,4.005006451256568,4820.7066646709845,4850.122443782932,29.415779111947813
522,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4890.9588929288775,4.933547899803739,3.4392385320147376,4804.762169896826,4913.481179251694,108.71900935486792
523,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,4940.458563224326,3.937530118112734,3.5283561516820843,4931.171386408866,4956.986877189854,25.815490780987602
524,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,5022.475938484687,3.1301523471820722,2.9904313721240863,5013.053873052907,5031.644652512871,18.590779459964324
525,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,5108.095086987892,3.42613265208545,3.0910242155172187,5063.457996041187,5123.291377462156,59.83338142096909
526,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,5258.364085796233,2.612194852965689,2.3778085049621493,5250.418407324905,5280.058347937574,29.639940612668397
527,Nylon,0.35,0.002405,mm,Laborbuch_Papier,0.01,0.002405,mm,3.065,0.000289,m,126,50,Hz,"Maximale Frequenz angegeben, Calib Sign nicht Ã¼bertragen, Enden stimmen Ã¼berein",Ref,5315.32361956639,3.2727875237358615,2.7589677205363032,5306.332145185699,5333.454911976309,27.122766790609603
